대지위치,착공예정일,실착공일,사용승인일,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정용면적(㎡),용적률(%),주용도,기타용도,위도,경도
경기도 광명시 일직동 503-13,20121110,20121110,20131017,261.2,156.52,59.92,494.87,494.87,189.46,단독주택,"다가구주택(5가구), 제2종근린생활시설(일반음식점)",37.4212396,126.886224
경기도 광명시 일직동 504,20121229,20121227,20130829,273.8,154.67,56.49,543.32,543.32,198.44,단독주택,제2종근린생활시설,37.4212396,126.886224
경기도 광명시 일직동 505-15,20120925,20120925,20130410,272.0,155.42,57.14,529.55,529.55,194.69,단독주택,"다가구주택,제2종근린생활시설",37.4212396,126.886224
경기도 광명시 일직동 520-3,20120316,20120316,20120614,277.0,158.54,57.23,492.76,492.76,177.89,단독주택,,37.4212396,126.886224
경기도 광명시 일직동 522-6,20121005,20121005,20130927,263.0,156.02,59.32,493.14,493.14,187.51,단독주택,"다가구주택(5가구), 제2종근린생활시설(일반음식점)",37.4212396,126.886224
경기도 광명시 일직동 523-6,20121226,20121226,20131018,263.0,156.8,59.62,494.31,494.31,187.95,단독주택,,37.4212396,126.886224
경기도 광명시 일직동 523-12,20120824,20120824,20130315,262.0,156.99,59.92,488.2,488.2,186.34,단독주택,"다가구주택,제2종근린생활시설",37.4212396,126.886224
경기도 광명시 일직동 광명역세권택지개발지구 단9-8,20120420,20120420,20121113,260.0,147.96,56.91,490.2,490.2,188.54,단독주택,,37.416522,126.884789
경기도 광명시 일직동 광명역세권택지개발지구 22 6,20120612,20120612,20130308,262.0,150.33,57.38,494.75,494.75,188.84,단독주택,,37.416522,126.884789
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단독주택용지 21 5,20120113,20120113,20120731,263.0,155.0,58.94,494.22,494.22,187.92,단독주택,"다가구주택, 제2종근린생활시설(일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 광명역세권 단A11 3,20120125,20120125,20120618,262.0,156.68,59.8,494.06,494.06,188.57,단독주택,,37.416522,126.884789
경기도 광명시 일직동 광명역세권 택지개발사업지구 단독주택용지 18 6,20120201,20120201,20120913,276.0,158.21,57.32,492.45,492.45,178.42,단독주택,"다가구주택,제1종근린생활시설(소매점)",37.416522,126.884789
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단독주택용지 단18 2,20120210,20120210,20120605,277.0,159.24,57.49,494.89,494.89,178.66,단독주택,"(다가구주택)-5가구,제2종근린생활시설(부동산중개사무소,일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 광명역세권 택지개발사업지구 단독주택용지 23 1,20120201,20120201,20120620,262.0,154.45,58.95,494.74,494.74,188.83,단독주택,"단독주택(다가구주택)-5가구,제2종근린생활시설(부동산중개사무소,일반음식점)",37.416522,126.884789
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단독주택용지 단15 3,20120201,20120201,20120705,258.0,151.99,58.91,494.49,494.49,191.66,단독주택,"다가구주택,제2종근린생활시설(일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단독주택용지 단23 4,20120201,20120201,20120913,262.0,156.55,59.75,492.32,492.32,187.91,단독주택,"다가구주택, 제1종근린생활시설(소매점)",37.4165133,126.8849516
경기도 광명시 일직동 역세권택지개발지구 단20 5,20120204,20120204,20121214,263.0,146.88,55.85,494.81,494.81,188.14,단독주택,다가구주택 및 근린생활시설,37.4212396,126.886224
경기도 광명시 일직동 광명역세권 택지개발사업지구 단독주택용지 22 4,20120215,20120215,20120928,262.0,157.04,59.94,494.35,494.35,188.68,단독주택,"다가구주택,제2종근린생활시설(일반음식점)",37.416522,126.884789
경기도 광명시 일직동 광명역세권 택지개발사업지구 단독주택용지 단8 4,20120517,20120517,20121018,272.0,159.06,58.48,494.16,494.16,181.68,단독주택,"다가구주택,제2종근린생활시설(일반음식점)",37.416522,126.884789
경기도 광명시 일직동 광명역세권 택지개발사업지구 단독주택용지 8 6,20121009,20121009,20130417,272.0,158.92,58.43,494.83,494.83,181.92,단독주택,"(다가구주택-5가구),제2종근린생활시설(일반음식점)",37.416522,126.884789
경기도 광명시 일직동 역세권택지 개발지구 단22 3,20120326,20120326,20121214,262.0,144.78,55.26,494.33,494.33,188.68,단독주택,다가구주택 및 근린생활시설,37.4212396,126.886224
경기도 광명시 일직동 광명역세권 택지개발사업지구 단독주택용지 단14 5,20120807,20120807,20121227,272.0,155.42,57.14,494.75,494.75,181.89,단독주택,"다가구주택(5가구),제2종근린생활시설(일반음식점)",37.416522,126.884789
경기도 광명시 일직동 광명 역세권택지개발사업지구 단독주택용지 20 3,20120225,20120225,20120718,262.0,156.96,59.91,492.46,492.46,187.96,단독주택,"다가구주택,제2종근린생활시설(일반음식점)",37.416522,126.884789
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단독주택용지 23 7,20120303,20120303,20120913,266.0,151.16,56.83,465.87,465.87,175.14,단독주택,"단독주택,제2종근린생활시설(일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 경기도 광명시 광명역세권 택지개발지구 단19-2,20120313,20120313,20121114,261.5,152.35,58.26,492.62,494.7,189.18,단독주택,"다가구주택,제1종근,생",37.416522,126.884789
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단독주택용지 단8 5,20120626,20120626,20121213,272.0,162.58,59.77,494.86,494.86,181.93,단독주택,"다가구주택 5가구, 제2종근린생활시설(일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 광명시 광명역세권 택지개발지구 단21 3,20120313,20120313,20130523,262.0,156.22,59.63,491.12,491.12,187.45,단독주택,"다가구주택5가구,제1종근린생활시설",37.416522,126.884789
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단독주택용지 21 4,20120319,20120319,20121101,263.0,157.04,59.71,494.87,494.87,188.16,단독주택,"다가구주택-5가구,제2종근린생활시설(일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 광명역세권택지개발지구 단13블럭 2로트,20120328,20120328,20120925,260.0,155.89,59.95,490.57,490.57,188.68,단독주택,,37.416522,126.884789
경기도 광명시 일직동 광명역세권택지개발 18 1,20120420,20120420,20120821,276.0,159.6,57.83,493.22,493.22,178.7,단독주택,다가구주택/제1종근린생활시설(소매점),37.416522,126.884789
경기도 광명시 일직동 광명역세권지구 16 3,20120510,20120510,20121019,270.0,161.28,59.73,521.42,521.42,193.12,단독주택,다가구주택/제2종근린생활시설,37.4213009,126.8853993
경기도 광명시 일직동 광명역세권택지개발 사업지구내 단독주택용지 단19 4,20120510,20120510,20121224,262.0,150.36,57.39,494.88,494.88,188.89,단독주택,"다가구주택(5가구),제2종근린생활시설(일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 광명역세권택지개발사업지구내 단15 2,20120525,20120525,20130305,258.0,153.77,59.6,489.97,489.97,189.91,단독주택,"다가구주택,제2종근린생활시설(일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단독주택용지 단19 6,20120519,20120519,20130104,261.0,153.49,58.81,494.93,494.93,189.63,단독주택,"다가구주택,제2종근린생활시설(일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 광명역세권택지개발 22 2,20120502,20120502,20120904,262.0,156.22,59.62,494.14,494.14,188.6,단독주택,다가구주택(5가구),37.416522,126.884789
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단독주택용지 단20 6,20120519,20120519,20121224,263.0,157.59,59.92,494.97,494.97,188.2,단독주택,"다가구주택(5가구), 제2종근린생활시설(일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단독주택용지 19 5,20120512,20120512,20121121,261.0,152.61,58.47,494.66,494.66,189.52,단독주택,"다가구주택,제2종근린생활시설(일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단독주택용지 단20 1,20120515,20120515,20121102,262.0,153.26,58.5,494.0,494.0,188.55,단독주택,"다가구주택, 제2종근린생활시설(일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단독주택용지 단9 3,20120605,20120605,20130531,261.0,154.37,59.15,494.24,494.24,189.36,단독주택,다가구주택-5가구 및 제2종근린생활시설(일반음식점),37.4165133,126.8849516
경기도 광명시 일직동 광명역세권택지개발 21 1,20120530,20120530,20120927,262.0,155.86,59.48,492.88,492.88,188.12,단독주택,제1종근린생활시설(소매점),37.416522,126.884789
경기도 광명시 일직동 광명역세권택지개발지구 A14 1,20120611,20120611,20121212,271.0,161.45,59.58,531.45,531.45,196.11,단독주택,다가구주택(5가구),37.416522,126.884789
경기도 광명시 일직동 광명역세권 택지개발사업지구 단19 3,20120620,20120620,20121213,262.0,153.12,58.44,493.06,493.06,188.19,단독주택,다가구주택(5가구),37.416522,126.884789
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단22 5,20120620,20120620,20121227,262.0,156.0,59.54,492.1,492.1,187.82,단독주택,다가구주택(5가구),37.4165133,126.8849516
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단독주택용지 단17 3,20120806,20120806,20130416,277.0,162.74,58.75,494.36,494.36,178.47,단독주택,"(다가구주택-5가구), 제2종근린생활시설(일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단독주택용지 16 2,20120626,20120626,20130322,270.0,161.7,59.89,523.14,523.14,193.76,단독주택,"다가구주택 5가구, 제2종근린생활시설(일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단독주택용지 단13 4,20120806,20120806,20121227,258.0,154.73,59.97,494.5,494.5,191.67,단독주택,"다가구주택(5가구), 제2종근린생활시설(일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 광명역세권택지개발 23 3,20120801,20120801,20130415,262.0,154.96,59.14,493.84,493.84,188.48,단독주택,다가구주택/제1종근.생,37.416522,126.884789
경기도 광명시 일직동 광명역세권택지개발 19 1,20120802,20120802,20121231,261.0,150.74,57.75,491.86,491.86,188.45,단독주택,,37.416522,126.884789
경기도 광명시 일직동 광명역세권택지개발 23 - 6,20120804,20120804,20121205,262.0,154.56,58.99,491.81,491.81,187.71,단독주택,,37.416522,126.884789
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단독주택용지 단19 7,20120831,20120831,20130327,261.0,156.53,59.97,493.91,493.91,189.24,단독주택,"다가구주택,제2종근린생활시설(일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단독주택용지 단12 2,20120915,20120915,20130613,262.0,154.92,59.13,494.77,494.77,188.84,단독주택,"다가구주택(5가구), 제2종근린생활시설(일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 광명시일직동 광명역세권택지개발 18 3,20120925,20120925,20130719,277.0,154.35,55.72,493.25,493.25,178.06,단독주택,,37.416522,126.884789
경기도 광명시 일직동 광명역세권택지개발 22 1,20121012,20121012,20130416,262.0,156.655,59.79,493.4,493.4,188.32,단독주택,,37.416522,126.884789
경기도 광명시 일직동 광명역세권택지개발지구 단A8 7,20121020,20121020,20130816,272.0,162.72,59.82,493.75,493.75,181.53,단독주택,다가구주택(5가구)및제2종근린생활시설,37.12983699999999,126.9164599
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단독주택용지 단8 8,20121115,20121115,20130730,272.0,155.87,57.31,494.94,494.94,181.96,단독주택,"(다가구주택5가구),제2종근린생활시설(일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 광명역세권 택지개발사업지구내 단독주택용지 단8 9,20121226,20121226,20130709,278.0,166.54,59.91,555.39,555.39,199.78,단독주택,"다가구주택 5가구, 제2종근린생활시설(일반음식점)",37.4165133,126.8849516
경기도 광명시 일직동 역세권택지개발지구 10 2,20121226,20121226,20140702,268.0,159.46,59.5,493.32,493.32,184.07,단독주택,,37.4212396,126.886224
경기도 광명시 철산동 176,20120702,20120702,20121129,416.6,246.24,59.11,612.64,612.64,147.06,공동주택,도시형생활주택 단지형다세대,37.4825577,126.8647394
경기도 광명시 철산동 177,20120702,20120702,20121129,253.4,145.06,57.25,379.9,379.9,149.92,공동주택,도시형생활주택 단지형다세대,37.4826287,126.8649412
경기도 광명시 철산동 213-5,20120730,20120730,20121221,505.4,257.4,50.93,807.38,807.38,159.75,공동주택,도시생활형주택(단지형연립),37.4794592,126.8630808
경기도 광명시 철산동 385,20120727,20120727,20140425,1059.0,736.25,69.52,12351.0,9117.0,860.91,제1종근린생활시설,"학원,제1종근린생활시설(소매점,약국),제2종근린생활시설(일반음식점),업무시설(금융업소)",37.4763214,126.8700982
경기도 광명시 하안동 334-3,20120621,20120621,20121102,330.0,189.2,57.33,299.29,299.29,90.69,단독주택,단독주택,37.4575095,126.8684116
경기도 광명시 하안동 342-3,20121203,20121203,20130411,330.0,195.96,59.38,231.36,231.36,70.11,제2종근린생활시설,제2종근린생활시설,37.455287,126.8684544
경기도 광명시 하안동 364-2,20120607,20120614,20140402,330.0,175.5,53.18,199.5,199.5,60.45,단독주택,,37.4512264,126.8655092
경기도 광명시 하안동 408-1,20120726,20120726,20121116,330.0,197.4,59.82,197.4,197.4,59.82,단독주택,,37.4509809,126.861972
경기도 광명시 하안동 718-1,20120303,20120303,20120807,320.0,159.04,49.7,288.54,266.4,83.25,제2종근린생활시설,"수리점, 사무소, 단독주택",37.46726,126.869606
경기도 광명시 하안동 밤일지구 9-1 1,20120416,20120416,20120816,236.1,126.79,53.7,260.14,260.14,110.18,단독주택,다가구주택,37.4590598,126.8698947
경기도 광명시 하안동 밤일지구 23 8,20120308,20120308,20121126,215.7,128.5,59.58,257.02,257.02,119.16,제2종근린생활시설,,37.4590598,126.8698947
경기도 광명시 하안동 밤일지구 7블록 3로트,20120608,20120608,20121119,269.0,149.73,55.66,314.01,314.01,116.73,단독주택,다가구주택,37.4590598,126.8698947
경기도 광명시 하안동 밤일지구 24 3,20120501,20120501,20120918,706.0,333.56,47.25,658.72,658.72,93.3,제2종근린생활시설,제2종근린생활시설,37.4590598,126.8698947
경기도 광명시 하안동 밤일지구 1 8,20120309,20120309,20120605,285.1,127.27,44.64,296.28,296.28,103.92,단독주택,다가구주택,37.4590598,126.8698947
경기도 광명시 하안동 밤일지구 3 4,20120405,20120405,20120926,313.0,154.22,49.27,443.3,292.37,93.41,단독주택,다구주택3가구,37.4590598,126.8698947
경기도 광명시 하안동 밤일지구 2- 3,20120328,20120328,20120926,245.0,131.79,53.79,415.14,291.93,119.16,단독주택,,37.4590598,126.8698947
경기도 광명시 하안동 밤일지구 11 1,20120417,20120417,20121016,310.4,137.79,44.39,222.56,222.56,71.7,단독주택,단독주택,37.4590598,126.8698947
경기도 광명시 하안동 밤일지구 20 6,20120502,20120502,20121016,1247.7,403.65,32.35,798.7,798.7,64.01,제2종근린생활시설,제2종근린생활시설,37.4590598,126.8698947
